                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                   Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Chico Walker#          FER     cf  30  .333  .333  .333   6   2   0   0   0   0   0   1 
Greg Walker*           NEE     1b  28  .200  .429  .200   5   1   0   0   0   0   2   0 
Tim Wallach            FER     3b  30  .212  .262  .345 113  24   5   2   2  13   8  19 
Denny Walling*         NEE     3b  34  .063  .167  .063  16   1   0   0   0   1   2   5 
Gary Ward              GBP     cf  34  .191  .211  .353  68  13   3   1   2   8   2  10 
Claudell Washington*   MAR     cf  33  .203  .236  .319  69  14   2   0   2   5   2  20 
Ron Washington         RYK     ss  36  .269  .269  .423  26   7   1   0   1   3   0   6 
Mitch Webster#         BAR     cf  29  .216  .237  .243  37   8   1   0   0   1   1   5 
Walt Weiss#            FER     ss  24  .173  .200  .209 139  24   1   2   0   7   5   9 
Brad Wellman           NEE     2b  28  .111  .143  .111  27   3   0   0   0   1   1   7 
Lou Whitaker*          SUN     2b  31  .182  .265  .182  44   8   0   0   0   4   5   9 
Devon White#           RYK     cf  25  .179  .234  .303 145  26   3   0   5  15   8  25 
Frank White            TEW     2b  37  .242  .283  .333 153  37   8   0   2  11   9  16 
Ernie Whitt*           BBG     c   36  .304  .443  .518  56  17   1   1   3   9  13  10 
Curt Wilkerson#        CEN     2b  27  .254  .271  .284  67  17   2   0   0   6   1   4 
Ken Williams           CCC     3b  24  .182  .182  .455  11   2   0   0   1   2   0   2 
Matt Williams          CEN     3b  22  .138  .227  .362  58   8   1   0   4  10   7  16 
Glenn Wilson           EVN     rf  29 1.000 1.000 2.000   1   1   1   0   0   0   0   0 
Mookie Wilson#         FER     cf  32  .300  .364  .400  10   3   1   0   0   2   1   1 
Mookie Wilson#         CEN     cf  32  .273  .314  .485  33   9   3   2   0   3   2   3 
Mookie Wilson#                 cf  32  .279  .326  .465  43  12   4   2   0   5   3   4 
Dave Winfield          CEN     rf  36  .318  .396  .588 170  54  17   4   7  23  23  17 
Herm Winningham*       BBG     cf  26  .286  .286  .429  28   8   0   2   0   3   0   5 
Tracy Woodson          NEE     3b  25 1.000 1.000 1.000   1   1   0   0   0   1   0   0 
Craig Worthington      BAR     3b  23  .217  .357  .304  23   5   2   0   0   1   5   1 
Rick Wrona             BAR     c   24  .000  .000  .000   1   0   0   0   0   0   0   0 
Butch Wynegar#         CEN     c   32  .000  .000  .000   3   0   0   0   0   1   0   0 
Marvell Wynne*         SUN     cf  28  .357  .418  .514  70  25   5   0   2   6   8  15 
Gerald Young#          CIN     cf  23  .293  .310  .415  41  12   2   0   1   3   1   3 
Mike Young#            FER     rf  28  .273  .333  .455  33   9   6   0   0   0   3  11 
Joel Youngblood        NFG     lf  36  .395  .465  .421  38  15   1   0   0   2   4   4 
Robin Yount            ES?     cf  32  .262  .323  .409 237  62  12   1   7  25  23   9 
Paul Zuvella           SUN     ss  29  .333  .500  .333   3   1   0   0   0   0   1   1 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      ------------Versus Right-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC    AB   H  2B  3B  HR RBI  BB   K 
Shawn Abner            NFG     rf  22  .231  .231  .308    52  12   4   0   0   3   0  13 
Luis Aguayo            EVN     3b  29  .210  .270  .296    81  17   1   0   2  13   7  22 
Mike Aldrete*          TEW     lf  27  .263  .344  .263    57  15   0   0   0   1   7   5 
Luis Alicea#           RYK     2b  22  .240  .322  .328   271  65  12   3   2  25  34  35 
Andy Allanson          FHK     c   26  .239  .285  .308   318  76   9   2   3  42  19  48 
Roberto Alomar#        MAR     2b  20  .257  .307  .366   369  95  17   7   3  32  27  43 
Sandy Alomar           TEW     c   22  .500  .667  .750     4   2   1   0   0   1   2   1 
Brady Anderson*        BAR     cf  24  .230  .284  .310   213  49   8   3   1  20  16  36 
Dave Anderson          RYK     ss  27  .235  .278  .471    17   4   1   0   1   3   1   3 
Tony Armas             CTW     lf  34  .217  .254  .322   115  25   2   2   2  13   6  32 
Alan Ashby#            CTW     c   36  .309  .359  .479    94  29   4   0   4  23   8  15 
Alan Ashby#            FER     c   36  .322  .375  .492    59  19   7   0   1   4   5  12 
Alan Ashby#                    c   36  .314  .365  .484   153  48  11   0   5  27  13  27 
Wally Backman#         CTW     2b  28  .288  .388  .315    73  21   2   0   0   7  12  17 
Wally Backman#         EVN     2b  28  .250  .347  .286   192  48   7   0   0  11  29  28 
Wally Backman#                 2b  28  .260  .358  .294   265  69   9   0   0  18  41  45 
Harold Baines*         ES?     dh  29  .269  .327  .394   409 110  23   2   8  31  35  65 
Doug Baker#            ES?     ss  27  .000  .000  .000     3   0   0   0   0   0   0   2 
Steve Balboni          CIN     dh  31  .286  .286  .286     7   2   0   0   0   0   0   2 
Chris Bando#           CIN     c   32  .167  .250  .333    18   3   0   0   1   2   2   5 
Jesse Barfield         BAR     rf  28  .276  .309  .462   286  79  14   3  11  36  13  65 
Marty Barrett          BAR     2b  30  .299  .342  .352   344 103  11   2   1  28  21  20 
Kevin Bass#            EVN     rf  29  .256  .324  .430   223  57   5   2  10  25  22  26 
Buddy Bell             CIN     3b  36  .088  .184  .088    34   3   0   0   0   1   3   5 
George Bell            FHK     lf  28  .212  .255  .319   335  71  10   1   8  32  12  49 
Jay Bell               SUN     ss  22  .143  .254  .214    98  14   4   0   1  10  14  30 
Rafael Belliard        CCC     ss  26  .400  .400  .400     5   2   0   0   0   1   0   1 
Bruce Benedict         RYK     c   32  .271  .358  .329    70  19   1   0   1   4   8   7 
Todd Benzinger#        NFG     1b  25  .258  .291  .422   275  71   6   3  11  36  14  65 
Dave Bergman*          CTW     1b  35  .234  .306  .307   231  54  11   0   2  15  24  34 
Damon Berryhill#       EVN     c   24  .288  .345  .389   226  65  17   0   2  28  20  42 
Dante Bichette         RYK     cf  24  .000  .000  .000     9   0   0   0   0   0   0   4 
Craig Biggio           RYK     c   22  .160  .241  .293    75  12   5   1   1   8   6  26 
Lance Blankenship      CEN     2b  24  .500  .500  .500     2   1   0   0   0   1   0   0 
Jeff Blauser           GBP     2b  22  .250  .250  .500    28   7   2   1   1   4   0   8 
Terry Blocker*         CCC     cf  28  .200  .333  .300    10   2   1   0   0   0   2   0 
Wade Boggs*            BBG     3b  30  .351  .442  .445   402 141  26   3   2  38  67  18 
Barry Bonds*           FER     lf  23  .270  .344  .441   311  84  18   1  11  37  34  34 
Bobby Bonilla#         GBP     3b  25  .278  .337  .488   334  93  18   2  16  44  32  58 
Rod Booker*            ES?     3b  29  .364  .417  .364    11   4   0   0   0   2   1   0 
Bob Boone              CEN     c   40  .294  .372  .386   228  67  15   0   2  32  27  25 
Pat Borders            GBP     c   25  .235  .235  .353    34   8   2   1   0   3   0   2 
Thad Bosley*           BBG     lf  31  .130  .231  .174    23   3   1   0   0   2   3   3 
Daryl Boston*          BAR     cf  25  .172  .220  .344   163  28   7   0   7  20  10  17 
Phil Bradley           BAR     lf  29  .246  .322  .325   280  69   6   2   4  36  19  53 
Scott Bradley*         TEW     c   28  .241  .290  .414    29   7   2   0   1   4   2   1 
Glenn Braggs           NEE     rf  25  .229  .308  .314    70  16   0   0   2   5   8  20 
Mickey Brantley        CIN     lf  27  .333  .333  .667     3   1   1   0   0   0   0   0 
Sid Bream*             NFG     1b  27  .282  .364  .383   277  78  25   0   1  28  37  33 
Bob Brenly             BBG     c   34  .000  .000  .000     4   0   0   0   0   0   0   1 
George Brett*          SUN     1b  35  .281  .357  .403   278  78  20   1   4  34  34  17 
Greg Briley*           ES?     lf  23  .227  .370  .273    22   5   1   0   0   2   5   2 
Greg Brock*            CCC     1b  31  .219  .298  .324   256  56   8   2   5  28  26  29 
Tom Brookens           SUN     3b  34  .265  .304  .393   328  87  22   4   4  41  16  49 
Hubie Brooks           TEW     rf  31  .270  .305  .430   100  27   4   0   4  15   5  24 
Chris Brown            BBG     3b  26  .000  .000  .000     0   0   0   0   0   0   0   0 
Jerry Browne#          FHK     2b  22  .196  .272  .239   163  32   4   0   1   8  17  21 
Tom Brunansky          CCC     rf  27  .143  .234  .381    42   6   1   0   3   5   4  15 
Steve Buechele         NFG     3b  26  .229  .296  .410   105  24   3   2   4  15   9  17 
Jay Buhner             SUN     rf  23  .266  .351  .517   207  55  17   1  11  34  26  71 
Eric Bullock*          BAR     lf  28  .333  .333  .333     3   1   0   0   0   0   0   1 
Ellis Burks            FHK     cf  23  .277  .331  .451   412 114  29   8   9  53  32  75 
Randy Bush*            GBP     rf  29  .255  .325  .447   282  72  19   7   7  20  25  36 
Sal Butera             FHK     c   35  .167  .167  .167     6   1   0   0   0   0   0   3 
Brett Butler*          MAR     cf  31  .294  .395  .461   384 113  25   6   9  33  64  40 
Ivan Calderon          FHK     rf  26  .000  .083  .000    11   0   0   0   0   0   1   4 
Ken Caminiti#          CIN     3b  25  .362  .400  .449    69  25   3   0   1  13   5   9 
Sil Campusano          RYK     cf  22  .186  .304  .288    59  11   3   0   1   5   2  12 
Casey Candaele#        BMB     2b  27  .122  .200  .146    41   5   1   0   0   1   4   6 
John Cangelosi#        CTW     cf  25  .261  .414  .261    23   6   0   0   0   2   6   3 
John Cangelosi#        FER     cf  25  .389  .455  .444    18   7   1   0   0   2   3   3 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      ------------Versus Right-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC    AB   H  2B  3B  HR RBI  BB   K 
John Cangelosi#                cf  25  .317  .431  .341    41  13   1   0   0   4   9   6 
Jose Canseco           TEW     rf  23  .302  .391  .517   414 125  24   1  21  59  53  88 
Mark Carreon           FER     lf  24  .000  .000  .000     0   0   0   0   0   0   0   0 
Mark Carreon           CEN     lf  24  .000  .000  .000     2   0   0   0   0   0   0   0 
Mark Carreon                   lf  24  .000  .000  .000     2   0   0   0   0   0   0   0 
Gary Carter            NFG     c   34  .279  .343  .448   330  92  10   2  14  41  25  44 
Joe Carter             CCC     cf  28  .240  .263  .376   396  95  21   3   9  44  12  64 
Carmen Castillo        NEE     lf  30  .330  .361  .456   103  34   7   0   2  15   3  22 
Juan Castillo#         CCC     2b  26  .000  .000  .000     1   0   0   0   0   0   0   0 
Rick Cerone            FHK     c   34  .259  .316  .333   108  28   5   0   1  10   8  12 
Dave Clark*            GBP     dh  25  .250  .333  .250     8   2   0   0   0   2   1   4 
Jack Clark             NEE     dh  32  .215  .324  .365   367  79  10   0  15  44  56 101 
Will Clark*            CTW     1b  24  .295  .386  .539   410 121  25   6  21  62  60  84 
Vince Coleman#         GBP     lf  26  .185  .209  .246    65  12   1   0   1   5   2   8 
Darnell Coles          CEN     rf  26  .184  .273  .265    49   9   1   0   1   4   6   7 
Dave Concepcion        GBP     2b  40  .125  .125  .188    16   2   1   0   0   1   0   1 
Henry Cotto            CCC     cf  27  .265  .324  .368   136  36   8   0   2  12  11  21 
Jose Cruz*             CTW     dh  40  .000  .000  .000     2   0   0   0   0   0   0   0 
Kal Daniels*           CIN     lf  24  .293  .376  .457   352 103  27   2   9  50  48  70 
Doug Dascenzo#         NFG     cf  24  .122  .218  .204    49   6   4   0   0   2   6   6 
Darren Daulton*        BAR     c   26  .258  .345  .342   120  31   7   0   1  16  17  24 
Alvin Davis*           CEN     1b  27  .265  .381  .389   283  75   8   0   9  53  51  26 
Chili Davis#           BAR     rf  28  .291  .349  .402   433 126  20   2   8  51  39  84 
Eric Davis             TEW     cf  26  .232  .318  .404   267  62   5   1  13  41  33  92 
Glenn Davis            FHK     1b  27  .291  .339  .536   405 118  15   0  28  72  27  68 
Jody Davis             BAR     c   31  .277  .342  .406   202  56   9   1   5  21  16  49 
Andre Dawson           CTW     rf  33  .267  .296  .473   311  83  19   0  15  57  13  52 
Andre Dawson           EVN     rf  33  .235  .297  .353    34   8   2   1   0   4   3   7 
Andre Dawson                   rf  33  .264  .296  .461   345  91  21   1  15  61  16  59 
Rob Deer               FHK     rf  27  .242  .301  .390   236  57  13   2   6  25  16  80 
Rick Dempsey           CEN     c   38  .303  .400  .470    66  20   8   0   1  12  12  11 
Bob Dernier            MAR     cf  31  .133  .133  .133    15   2   0   0   0   0   0   4 
Orestes Destrade*      FHK     1b  26  .192  .432  .192    26   5   0   0   0   0  11  11 
Mike Devereaux         CCC     cf  25  .174  .231  .304    23   4   3   0   0   6   2   4 
Bo Diaz                NEE     c   35  .250  .286  .250    20   5   0   0   0   1   0   1 
Mario Diaz             CEN     ss  26  .474  .474  .632    19   9   3   0   0   2   0   3 
Benny Distefano*       CEN     1b  26  .435  .480  .696    23  10   3   0   1   6   2   0 
Bill Doran#            CIN     2b  30  .260  .333  .352   327  85  12   0   6  43  36  36 
Brian Dorsett          ES?     c   27  .167  .333  .167    12   2   0   0   0   0   2   3 
Brian Downing          CTW     dh  37  .133  .188  .133    15   2   0   0   0   0   1   1 
Brian Downing          NFG     dh  37  .333  .357  .590    39  13   4   0   2   9   2   5 
Brian Downing                  dh  37  .278  .310  .463    54  15   4   0   2   9   3   6 
Rob Ducey*             CEN     cf  23  .438  .500  .625    16   7   3   0   0   3   2   0 
Shawon Dunston         NFG     ss  25  .222  .237  .274   423  94   8   1   4  34   8  94 
Leon Durham*           GBP     1b  30  .500  .500 1.000     2   1   1   0   0   0   0   1 
Jim Dwyer*             FER     dh  38  .348  .494  .379    66  23   0   1   0   2  20  15 
Lenny Dykstra*         EVN     cf  25  .288  .330  .409   340  98  17   3   6  47  23  31 
Jim Eisenreich*        NFG     lf  29  .168  .178  .224   143  24   4   2   0   8   2  20 
Kevin Elster           FHK     ss  23  .219  .257  .354    96  21   2   1   3   9   5  13 
Dave Engle             NFG     c   31  .000  .000  .000     2   0   0   0   0   0   0   0 
Nick Esasky            CIN     1b  28  .241  .303  .444   162  39  10   1   7  32  13  47 
Alvaro Espinoza        FER     2b  26  .250  .250  .500     4   1   1   0   0   2   0   0 
Cecil Espy#            MAR     lf  25  .194  .194  .194    31   6   0   0   0   1   0  10 
Darrell Evans*         CIN     1b  41  .198  .298  .370   192  38   3   0  10  32  29  36 
Dwight Evans           NEE     rf  36  .278  .339  .410   410 114  19   4   9  48  36  73 
Felix Fermin           CEN     ss  24  .206  .292  .238    63  13   2   0   0   6   4  11 
Tony Fernandez#        CTW     ss  26  .290  .355  .380   411 119  25   3   2  40  39  32 
Cecil Fielder          SUN     dh  24  .129  .129  .129    31   4   0   0   0   2   0  14 
Bruce Fields*          NFG     lf  27  .000  .000  .000     0   0   0   0   0   0   0   0 
John Fishel            CTW     lf  25  .375  .444  .750     8   3   0   0   1   3   1   0 
Carlton Fisk           GBP     c   40  .265  .302  .510   204  54  10   2  12  29   7  38 
Mike Fitzgerald        FER     c   27  .276  .288  .440   116  32   4   0   5  21   2  24 
Tim Flannery*          CIN     3b  30  .341  .416  .462   173  59   2   5   3  23  20  28 
Scott Fletcher         MAR     ss  29  .200  .289  .262   145  29   7   1   0  12  12  15 
Tom Foley*             MAR     2b  28  .331  .376  .375   136  45   6   0   0  13  10  12 
Tom Foley*             FER     2b  28  .223  .252  .282   103  23   4   1   0   5   4  12 
Tom Foley*                     2b  28  .285  .324  .335   239  68  10   1   0  18  14  24 
Curt Ford*             BBG     lf  27  .333  .600  .333     3   1   0   0   0   1   2   1 
Julio Franco           BBG     2b  29  .270  .309  .351   359  97   6   1   7  37  20  55 
Terry Francona*        EVN     dh  29  .000  .000  .000     2   0   0   0   0   0   0   0 
Gary Gaetti            MAR     3b  29  .298  .329  .614   339 101  17   3  28  88  14  60 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      ------------Versus Right-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC    AB   H  2B  3B  HR RBI  BB   K 
Greg Gagne             FHK     ss  26  .210  .243  .349   315  66   9   1  11  38  11  89 
Andres Galarraga       TEW     1b  27  .318  .365  .589   431 137  25  13  22  76  23 109 
Dave Gallagher         CTW     cf  27  .320  .359  .460   350 112  22   0   9  36  20  51 
Mike Gallego           CCC     2b  27  .191  .242  .258   178  34   9   0   1   9  12  43 
Ronnie Gant            GBP     2b  23  .201  .255  .352   318  64  15   6   7  26  18  95 
Jim Gantner*           GBP     2b  35  .312  .346  .400   125  39   4   2   1  12   7  10 
Damaso Garcia          EVN     2b  33  .040  .040  .080    25   1   1   0   0   0   0   2 
Rich Gedman*           CCC     c   28  .231  .272  .352   108  25   4   0   3   8   6  18 
Bob Geren              FER     c   26  .333  .500  .333     3   1   0   0   0   0   1   0 
Ken Gerhart            NEE     cf  27  .333  .360  .917    24   8   2   0   4   8   1   7 
Kirk Gibson*           CTW     lf  31  .308  .395  .490   104  32   7   0   4  12  14  18 
Kirk Gibson*           EVN     lf  31  .312  .436  .532   218  68  10   1  12  37  50  52 
Kirk Gibson*                   lf  31  .311  .424  .519   322 100  17   1  16  49  64  70 
Dan Gladden            CIN     lf  30  .386  .419  .586    70  27   5   0   3  11   4  11 
Rene Gonzales          SUN     3b  27  .222  .250  .296    27   6   0   1   0   1   0   4 
Denny Gonzalez         BAR     2b  24  .188  .235  .250    16   3   1   0   0   0   1   6 
Jose Gonzalez          FER     cf  23  .167  .231  .250    12   2   1   0   0   1   1   1 
Mark Grace*            EVN     1b  24  .269  .336  .366   268  72  12   1   4  28  27  18 
Mike Greenwell*        BBG     lf  24  .377  .457  .540   387 146  28   7   7  71  61  17 
Tommy Gregg*           EVN     lf  24  .125  .222  .125     8   1   0   0   0   1   1   2 
Ken Griffey*           BMB     lf  38  .211  .305  .253   194  41   5   0   1  21  26  23 
Alfredo Griffin#       BMB     ss  30  .455  .478  .545    22  10   2   0   0   3   1   3 
Kelly Gruber           MAR     3b  26  .293  .331  .518   382 112  20   3  20  68  19  65 
Pedro Guerrero         EVN     1b  32  .322  .364  .498   233  75   9   1  10  46  13  35 
Ozzie Guillen*         TEW     ss  24  .272  .295  .318   346  94  10   3   0  27  12  24 
Tony Gwynn*            BBG     rf  28  .364  .418  .531   335 122  18   7   8  58  30  16 
Mel Hall*              GBP     lf  27  .248  .280  .354   113  28   5   2   1   6   5  12 
Darryl Hamilton*       TEW     rf  23  .135  .247  .176    74  10   0   0   1   2  11   3 
Brian Harper           CCC     c   28  .297  .333  .396   111  33   8   0   1   6   4  12 
Lenny Harris*          GBP     3b  23  .222  .364  .259    27   6   1   0   0   3   6   2 
Ron Hassey*            TEW     c   35  .319  .387  .441   320 102  16   1   7  51  36  26 
Billy Hatcher          EVN     lf  27  .320  .355  .420   100  32   6   2   0  14   5  12 
Mickey Hatcher         MAR     1b  33  .339  .426  .424    59  20   2   0   1   7   5   4 
Charlie Hayes          FHK     lf  23  .000  .000  .000     8   0   0   0   0   0   0   3 
Von Hayes*             BBG     1b  29  .314  .383  .430   344 108  32   1   2  33  40  48 
Mike Heath             BBG     c   33  .279  .302  .311    61  17   2   0   0   3   2  10 
Danny Heep*            CCC     rf  30  .241  .331  .276   116  28   4   0   0   8  16   4 
Dave Henderson         NEE     cf  29  .269  .332  .425   402 108  21   3  12  47  34 101 
Rickey Henderson       CEN     lf  29  .284  .353  .358   324  92  17   2   1  29  35  41 
Keith Hernandez*       BBG     1b  34  .325  .400  .431   123  40   5   1   2  15  16  16 
Larry Herndon          ES?     dh  34  .000  .000  .000     2   0   0   0   0   0   0   1 
Tommy Herr#            EVN     2b  32  .211  .286  .211    38   8   0   0   0   2   4   5 
Donnie Hill#           RYK     2b  27  .232  .294  .323    99  23   1   1   2  12   7   9 
Sam Horn*              CTW     dh  24  .000  .000  .000     1   0   0   0   0   0   0   1 
Sam Horn*              NFG     dh  24  .133  .257  .333    60   8   0   0   4  12  10  23 
Sam Horn*                      dh  24  .131  .254  .328    61   8   0   0   4  12  10  24 
Bob Horner             CTW     1b  30  .318  .348  .455    22   7   3   0   0   1   1   5 
Jack Howell*           CTW     3b  26  .264  .340  .441   254  67  12   3   9  32  31  60 
Jack Howell*           EVN     3b  26  .262  .368  .467   107  28  11   1   3  14  18  23 
Jack Howell*                   3b  26  .263  .349  .449   361  95  23   4  12  46  49  83 
Kent Hrbek*            GBP     1b  28  .302  .363  .469   318  96  22   2   9  42  32  29 
Glenn Hubbard          BBG     2b  30  .000  .200  .000     4   0   0   0   0   0   1   1 
Rex Hudler             MAR     2b  27  .056  .053  .056    18   1   0   0   0   1   0   6 
Rex Hudler             FER     2b  27  .229  .229  .314    35   8   1   1   0   1   0  10 
Rex Hudler                     2b  27  .170  .167  .226    53   9   1   1   0   2   0  16 
Jeff Huson*            FER     ss  23  .390  .444  .439    41  16   2   0   0   1   4   2 
Pete Incaviglia        BBG     lf  24  .115  .169  .213    61   7   0   0   2   4   4  24 
Bo Jackson             GBP     lf  25  .219  .243  .461   319  70  10   2  21  61   8 124 
Chuck Jackson          NFG     3b  25  .256  .256  .333    39  10   0   0   1   3   0  10 
Darrin Jackson         FER     cf  25  .273  .273  .364    11   3   1   0   0   2   0   3 
Darrin Jackson         CEN     cf  25  .143  .143  .143     7   1   0   0   0   0   0   1 
Darrin Jackson                 cf  25  .222  .222  .278    18   4   1   0   0   2   0   4 
Brook Jacoby           BMB     3b  28  .202  .253  .262   401  81  16   1   2  29  26  86 
Chris James            FER     rf  25  .246  .288  .390   313  77  11   2  10  32  17  49 
Dion James*            RYK     lf  25  .240  .350  .328   366  88  13   5   3  24  60  57 
Stan Javier#           BMB     lf  24  .245  .290  .310   294  72  11   4   0  18  18  57 
Gregg Jefferies#       BAR     3b  20  .435  .489  .647    85  37  10   1   2  15   9   8 
Stan Jefferson         RYK     cf  25  .333  .368  .722    18   6   1   3   0   2   1   2 
Steve Jeltz#           BMB     ss  29  .208  .322  .235   226  47   3   0   1  18  39  33 
Howard Johnson#        ES?     3b  27  .234  .316  .444   342  80  22   1  16  50  42  72 
Lance Johnson*         TEW     cf  24  .147  .147  .179    95  14   1   1   0   6   0  10 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                      ------------Versus Right-handed Pitchers----------- 
Name                   Team     P Age   AVG   OBP   SPC    AB   H  2B  3B  HR RBI  BB   K 
Wallace Johnson#       BBG     1b  31  .286  .352  .317    63  18   2   0   0   6   7  10 
Ron Jones*             CEN     rf  24  .237  .262  .424    59  14   5   0   2   8   2   5 
Tim Jones*             EVN     2b  25  .263  .317  .289    38  10   1   0   0   4   3   4 
Tracy Jones            CIN     rf  27  .111  .111  .111    18   2   0   0   0   0   0   3 
Tracy Jones            EVN     rf  27  .245  .279  .286    98  24   1   0   1   7   5  15 
Tracy Jones                    rf  27  .224  .254  .259   116  26   1   0   1   7   5  18 
Ricky Jordan           FHK     1b  23  .303  .323  .404    89  27   4   1   1  16   3  14 
Felix Jose#            CCC     rf  23  .200  .200  .400     5   1   1   0   0   1   0   0 
Wally Joyner*          RYK     1b  26  .312  .371  .435   375 117  15   2   9  54  39  39 
Ron Karkovice          BAR     c   24  .197  .265  .316    76  15   0   0   3  11   6  21 
Roberto Kelly          CEN     cf  23  .220  .273  .341    41   9   0   1   1   6   3  12 
Terry Kennedy*         GBP     c   32  .200  .225  .253    95  19   5   0   0  14   4   9 
Steve Kiefer           SUN     2b  27  .000  .750  .000     1   0   0   0   0   1   3   0 
Mike Kingery*          NFG     cf  27  .176  .286  .188    85  15   1   0   0   6  13  19 
Ron Kittle             ES?     dh  30  .324  .347  .647   136  44   8   0  12  23   4  32 
Ray Knight             CCC     1b  35  .000  .000  .000     0   0   0   0   0   0   0   0 
Chad Kreuter#          CTW     c   23  .244  .262  .268    41  10   1   0   0   3   1  12 
John Kruk*             FHK     1b  27  .253  .391  .370   359  91  14   2   8  30  81  42 
Jeff Kunkel            ES?     2b  26  .149  .167  .149    47   7   0   0   0   3   0  11 
Randy Kutcher          CTW     lf  28  .143  .143  .286     7   1   1   0   0   0   0   1 
Steve Lake             ES?     c   31  .500  .500  .500     4   2   0   0   0   1   0   1 
Tom Lampkin*           FHK     c   24  .250  .250  .250     4   1   0   0   0   0   0   0 
Carney Lansford        NFG     3b  31  .304  .348  .395   299  91  15   3   2  33  16  28 
Barry Larkin           CIN     ss  24  .298  .329  .390   403 120  11   4   6  35  13  26 
Gene Larkin#           CIN     dh  25  .000  .158  .000    16   0   0   0   0   0   3   5 
Gene Larkin#           EVN     dh  25  .143  .250  .143     7   1   0   0   0   0   1   1 
Gene Larkin#                   dh  25  .043  .185  .043    23   1   0   0   0   0   4   6 
Tim Laudner            TEW     c   30  .200  .267  .345    55  11   0   1   2   7   5  20 
Mike LaValliere*       ES?     c   27  .256  .332  .333   324  83  16   0   3  21  37  22 
Vance Law              CEN     3b  31  .333  .417  .488    84  28   7   0   2  13  12  13 
Manny Lee#             CIN     2b  23  .304  .343  .364   217  66   3   5   0  24  14  39 
Mark Lemke#            NFG     2b  22  .192  .192  .308    26   5   3   0   0   2   0   3 
Chet Lemon             MAR     rf  33  .179  .266  .239    67  12   2   1   0   7   6  10 
Jeffrey Leonard        RYK     lf  32  .211  .237  .316    76  16   3   1   1   8   3  13 
Jose Lind              BBG     2b  24  .345  .387  .345    29  10   0   0   0   4   2   3 
Jim Lindeman           NEE     rf  26  .250  .235  .469    32   8   1   0   2   8   0   9 
Nelson Liriano#        MAR     2b  24  .217  .250  .261    23   5   1   0   0   1   1   1 
Steve Lombardozzi      CIN     2b  28  .296  .333  .521    71  21   7   0   3  15   4  12 
Torri Lovullo#         SUN     2b  22  .280  .308  .520    25   7   2   2   0   2   1   1 
Fred Lynn*             CTW     cf  36  .306  .364  .550   209  64   7   1  14  46  20  34 
Fred Lynn*             FER     cf  36  .265  .343  .422   147  39  11   0   4  18  18  20 
Fred Lynn*                     cf  36  .289  .355  .497   356 103  18   1  18  64  38  54 
Barry Lyons            FER     c   28  .357  .419  .393    28  10   1   0   0   1   3   5 
Steve Lyons*           NEE     3b  28  .287  .352  .387    80  23   8   0   0  10   7  10 
Mike Macfarlane        SUN     c   24  .256  .295  .470   164  42  11   0   8  24   8  36 
Shane Mack             ES?     cf  24  .284  .342  .343    67  19   4   0   0   8   6  14 
Scotti Madison#        BMB     c   28  .250  .400  .250     4   1   0   0   0   1   1   0 
Dave Magadan*          CEN     1b  25  .306  .401  .406   288  88  15   1   4  35  46  29 
Candy Maldonado        RYK     rf  27  .268  .320  .425   325  87  17   2  10  51  21  73 
Fred Manrique          MAR     2b  26  .143  .219  .250    28   4   0   0   1   3   2   3 
Fred Manrique          FER     2b  26  .261  .307  .444   153  40   5   4   5  11   8  23 
Fred Manrique                  2b  26  .243  .292  .414   181  44   5   4   6  14  10  26 
Mike Marshall          FER     rf  28  .299  .333  .493   134  40   6   1   6  20   3  27 
Mike Marshall          EVN     rf  28  .300  .326  .505   220  66  13   1  10  33   7  41 
Mike Marshall                  rf  28  .299  .329  .500   354 106  19   2  16  53  10  68 
Carlos Martinez        NEE     3b  23  .200  .194  .233    30   6   1   0   0   1   0   1 
Carmelo Martinez       SUN     lf  27  .278  .322  .481   162  45   5   2   8  25  11  25 
Dave Martinez*         BMB     cf  23  .296  .325  .388   304  90   9   5   3  26  14  52 
Edgar Martinez         CCC     3b  25  .316  .381  .421    19   6   2   0   0   1   1   5 
John Marzano           CIN     c   25  .167  .167  .167     6   1   0   0   0   0   0   1 
Don Mattingly*         BBG     1b  27  .313  .347  .447   329 103  15   1   9  66  21  14 
Lee Mazzilli#          ES?     1b  33  .205  .314  .227    44   9   1   0   0   2   7   6 
Lloyd McClendon        MAR     c   29  .143  .400  .143     7   1   0   0   0   0   2   2 
Lloyd McClendon        FER     c   29  .258  .395  .394    66  17   3   0   2   9  11  10 
Lloyd McClendon                c   29  .247  .396  .370    73  18   3   0   2   9  13  12 
Oddibe McDowell*       NFG     cf  25  .255  .314  .354   314  80  18   2   3  33  28  54 
