                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
6/8/1999   EVN     Johnson,Ma          Activated from disabled list                       Before   
6/8/1999   EVN     Kendall             Placed on disabled list                 6/7/1999   Before   
6/8/1999   EVN     Mohler              Demoted to reserve roster                          Before   
6/8/1999   EVN     Prince              Promoted to active roster                          Before   
6/8/1999   GAR     Hitchcock           Demoted to reserve roster                          Before   
6/8/1999   GAR     Saberhagen          Promoted to active roster                          Before   
6/8/1999   NEP     Hentgen             Demoted to reserve roster                          Before   
6/8/1999   NEP     Person              Promoted to active roster                          Before   
6/8/1999   RMO     Castillo,L          Placed on disabled list                 6/7/1999   Before   
6/8/1999   RMO     Fox,C               Promoted to active roster                          Before   
6/8/1999   RMO     Ledesma             Demoted to reserve roster                          Before   
6/8/1999   RMO     Ledesma             Promoted to active roster                          Before   
6/8/1999   RMO     Ledesma             Demoted to reserve roster                          Before   
6/8/1999   RMO     Ledesma             Promoted to active roster                          Before   
6/8/1999   RMO     Ledesma             Promoted to active roster                          Before   
6/8/1999   RMO     Santiago,J          Demoted to reserve roster                          Before   
6/8/1999   RMO     Pose                Acquired via trade             BAR                 After    
6/8/1999   RMO     Reyes,A             Traded away                    BAR                 After    
6/8/1999   RMO     Reyes,D             Traded away                    BAR                 After    
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
6/8/1999   TAR     DeShields           Placed on disabled list                 6/3/1999   Before   
6/8/1999   TAR     Franco,Jo           Activated from disabled list                       Before   
6/8/1999   TAR     Rose                Demoted to reserve roster                          Before   
6/8/1999   TAR     Wilson,E            Promoted to active roster                          Before   
6/5/1999   BAR     Martinez,P          Promoted to active roster                          Before   
6/5/1999   BAR     Schilling           Demoted to reserve roster                          Before   
6/5/1999   DLM     Martinez,D          Demoted to reserve roster                          Before   
6/5/1999   EVN     Darr                Promoted to active roster                          Before   
6/5/1999   MCL     Ducey               Demoted to reserve roster                          Before   
6/5/1999   MCL     Singleton           Activated from disabled list                       Before   
6/5/1999   RMO     Ramirez,Ar          Demoted to reserve roster                          Before   
6/5/1999   RMO     Stevens,L           Promoted to active roster                          Before   
6/4/1999   DLM     Cancel              Acquired via trade             EVN                 After    
6/4/1999   DLM     Glanville           Acquired via trade             EVN                 After    
6/4/1999   DLM     Pena,A              Traded away                    EVN                 After    
6/4/1999   DLM     Schourek            Traded away                    EVN                 After    
6/4/1999   DLM     Smart               Traded away                    EVN                 After    
6/4/1999   EVN     Cancel              Traded away                    DLM                 After    
6/4/1999   EVN     Glanville           Traded away                    DLM                 After    
6/4/1999   EVN     Pena,A              Acquired via trade             DLM                 After    
6/4/1999   EVN     Schourek            Acquired via trade             DLM                 After    
6/4/1999   EVN     Smart               Acquired via trade             DLM                 After    
6/3/1999   BAR     Jones,J             Demoted to reserve roster                          Before   
6/3/1999   BAR     Winn                Promoted to active roster                          Before   
6/3/1999   CIN     Hernandez,L         Activated from disabled list                       Before   
6/3/1999   CIN     Hershiser           Demoted to reserve roster                          Before   
6/3/1999   CTW     Boehringer          Demoted to reserve roster                          Before   
6/3/1999   FER     Meche               Demoted to reserve roster                          Before   
6/3/1999   FER     Stein               Promoted to active roster                          Before   
6/3/1999   NNN     Osuna               Promoted to active roster                          Before   
6/2/1999   CTW     Loaiza              Promoted to active roster                          Before   
6/2/1999   CTW     Perisho             Demoted to reserve roster                          Before   
6/2/1999   CTW     McGlinchy           Acquired via trade             NNN                 After    
6/2/1999   CTW     Sauerbeck           Acquired via trade             NNN                 After    
6/2/1999   CTW     Shuey               Traded away                    NNN                 After    
6/2/1999   NNN     McGlinchy           Traded away                    CTW                 After    
6/2/1999   NNN     Sauerbeck           Traded away                    CTW                 After    
6/2/1999   NNN     Shuey               Acquired via trade             CTW                 After    
6/1/1999   FDH     Charlton            Promoted to active roster                          Before   
6/1/1999   FDH     Farnsworth          Demoted to reserve roster                          Before   
5/31/1999  OKO     Guzman,C            Promoted to active roster                          Before   
5/31/1999  OKO     Herges              Placed on disabled list                 5/31/1999  Before   
5/31/1999  OKO     Stynes              Demoted to reserve roster                          Before   
5/31/1999  OKO     Tam                 Promoted to active roster                          Before   
5/29/1999  BBG     Cedeno,R            Demoted to reserve roster                          Before   
5/29/1999  BBG     Christenson         Activated from disabled list                       Before   
5/29/1999  CTW     Canizaro            Promoted to active roster                          Before   
5/29/1999  CTW     Matthews            Demoted to reserve roster                          Before   
5/29/1999  FDH     Fick                Promoted to active roster                          Before   
5/29/1999  FDH     Zaun                Demoted to reserve roster                          Before   
5/28/1999  CTW     LaRue               Demoted to reserve roster                          Before   
5/28/1999  CTW     Spehr               Promoted to active roster                          Before   
5/28/1999  GAR     Jimenez,D           Demoted to reserve roster                          Before   
5/28/1999  GAR     Shumpert            Promoted to active roster                          Before   
5/28/1999  RMO     Plesac              Activated from disabled list                       Before   
5/28/1999  RMO     Strickland          Demoted to reserve roster                          Before   
5/26/1999  FDH     Batista             Demoted to reserve roster                          Before   
5/26/1999  FDH     Burkett             Promoted to active roster                          Before   
5/26/1999  FLL     Alfonseca           Demoted to reserve roster                          Before   
5/26/1999  FLL     Levine              Promoted to active roster                          Before   
5/26/1999  FLL     Looper              Promoted to active roster                          Before   
5/26/1999  FLL     Mahay               Demoted to reserve roster                          Before   
5/24/1999  BAR     Frias               Promoted to active roster                          Before   
5/24/1999  BAR     Pose                Demoted to reserve roster                          Before   
5/24/1999  CIN     Ryan,BJ             Demoted to reserve roster                          Before   
5/24/1999  CIN     Ward,B              Promoted to active roster                          Before   
5/23/1999  CEN     Cora                Promoted to active roster                          Before   
5/23/1999  CEN     Cordova,F           Demoted to reserve roster                          Before   
5/23/1999  CEN     Daal                Promoted to active roster                          Before   
5/23/1999  CEN     Elarton             Promoted to active roster                          Before   
5/23/1999  CEN     Eusebio             Activated from disabled list                       Before   
5/23/1999  CEN     Howry               Promoted to active roster                          Before   
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
5/23/1999  CEN     Mahomes             Demoted to reserve roster                          Before   
5/23/1999  CEN     Myers,G             Demoted to reserve roster                          Before   
5/23/1999  CEN     Thomson             Demoted to reserve roster                          Before   
5/23/1999  CEN     Wetteland           Demoted to reserve roster                          Before   
5/23/1999  EVN     Avery               Demoted to reserve roster                          Before   
5/23/1999  EVN     Kamieniecki         Promoted to active roster                          Before   
5/23/1999  EVN     Woodard             Promoted to active roster                          Before   
5/23/1999  OKO     Estalella           Promoted to active roster                          Before   
5/23/1999  OKO     Oliver,J            Demoted to reserve roster                          Before   
5/22/1999  BAR     Anderson,J          Promoted to active roster                          Before   
5/22/1999  BAR     Ankiel              Demoted to reserve roster                          Before   
5/22/1999  BAR     Grimsley            Promoted to active roster                          Before   
5/22/1999  BAR     Martinez,P          Demoted to reserve roster                          Before   
5/22/1999  CEN     Daal                Acquired via trade             EVN                 After    
5/22/1999  CEN     Elarton             Acquired via trade             EVN                 After    
5/22/1999  CEN     Hernandez,Ro        Acquired via trade             EVN                 After    
5/22/1999  CEN     Mahomes             Acquired via trade             EVN                 After    
5/22/1999  CEN     Wells,D             Traded away                    EVN                 After    
5/22/1999  EVN     Bottenfield         Demoted to reserve roster                          Before   
5/22/1999  EVN     Powell,Je           Promoted to active roster                          Before   
5/22/1999  EVN     Daal                Traded away                    CEN                 After    
5/22/1999  EVN     Elarton             Traded away                    CEN                 After    
5/22/1999  EVN     Hernandez,Ro        Traded away                    CEN                 After    
5/22/1999  EVN     Mahomes             Traded away                    CEN                 After    
5/22/1999  EVN     Wells,D             Acquired via trade             CEN                 After    
5/22/1999  MCL     Jackson,Dar         Promoted to active roster                          Before   
5/22/1999  MCL     Singleton           Placed on disabled list                 5/21/1999  Before   
5/22/1999  NEP     Chen                Promoted to active roster                          Before   
5/22/1999  NEP     Ortiz,Ra            Demoted to reserve roster                          Before   
5/22/1999  OKO     Kolb                Promoted to active roster                          Before   
5/22/1999  OKO     Remlinger           Placed on disabled list                 5/20/1999  Before   
5/22/1999  OKO     Riske               Demoted to reserve roster                          Before   
5/22/1999  OKO     Worrell             Activated from disabled list                       Before   
5/21/1999  FER     Bonds               Activated from disabled list                       Before   
5/21/1999  FER     Cordero,W           Demoted to reserve roster                          Before   
5/21/1999  FER     Fernandez,A         Promoted to active roster                          Before   
5/21/1999  FER     Lopez,A             Placed on disabled list                 5/21/1999  Before   
5/21/1999  FER     Mecir               Promoted to active roster                          Before   
5/21/1999  FER     Stein               Demoted to reserve roster                          Before   
5/20/1999  FDH     Gonzalez,W          Promoted to active roster                          Before   
5/20/1999  FDH     LoDuca              Demoted to reserve roster                          Before   
5/19/1999  DLM     Hansell             Promoted to active roster                          Before   
5/18/1999  EVN     Daal                Demoted to reserve roster                          Before   
5/18/1999  EVN     Mercker             Promoted to active roster                          Before   
5/18/1999  FHK     Davis,B             Promoted to active roster                          Before   
5/18/1999  NEP     Higginson           Activated from disabled list                       Before   
5/18/1999  NEP     Quinn               Demoted to reserve roster                          Before   
5/16/1999  BBG     Lofton              Activated from disabled list                       Before   
5/16/1999  CIN     Hernandez,L         Placed on disabled list                 5/16/1999  Before   
5/16/1999  CIN     Hershiser           Promoted to active roster                          Before   
5/16/1999  FHK     Hatteberg           Demoted to reserve roster                          Before   
5/15/1999  BBG     Christenson         Placed on disabled list                 5/13/1999  Before   
5/14/1999  CTW     Sanders,R           Placed on disabled list                 5/14/1999  Before   
5/14/1999  CTW     Trombley            Promoted to active roster                          Before   
5/14/1999  DLM     Strawberry          Promoted to active roster                          Before   
5/14/1999  DLM     Walker,L            Placed on disabled list                 5/12/1999  Before   
5/14/1999  DLM     Yarnall             Demoted to reserve roster                          Before   
5/14/1999  TAR     Franco,Jo           Placed on disabled list                 5/14/1999  Before   
5/14/1999  TAR     Holt                Demoted to reserve roster                          Before   
5/14/1999  TAR     Rose                Promoted to active roster                          Before   
5/14/1999  TAR     Tomko               Promoted to active roster                          Before   
5/12/1999  CTW     Decker              Demoted to reserve roster                          Before   
5/12/1999  CTW     LaRue               Activated from disabled list                       Before   
5/12/1999  CTW     Loaiza              Demoted to reserve roster                          Before   
5/12/1999  CTW     Perisho             Promoted to active roster                          Before   
5/12/1999  CTW     Quantrill           Demoted to reserve roster                          Before   
5/12/1999  CTW     Thompson,M          Promoted to active roster                          Before   
5/12/1999  FLL     Cordero,F           Demoted to reserve roster                          Before   
5/12/1999  FLL     Cruz,N              Promoted to active roster                          Before   
5/12/1999  FLL     King,R              Demoted to reserve roster                          Before   
5/12/1999  FLL     Mahay               Promoted to active roster                          Before   
5/12/1999  OKO     Fyhrie              Activated from disabled list                       Before   
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
5/12/1999  OKO     Gutierrez           Activated from disabled list                       Before   
5/12/1999  OKO     Guzman,C            Demoted to reserve roster                          Before   
5/12/1999  OKO     Kim                 Demoted to reserve roster                          Before   
5/10/1999  EVN     Jensen              Promoted to active roster                          Before   
5/10/1999  EVN     Johnson,Ma          Placed on disabled list                 5/10/1999  Before   
5/10/1999  FDH     Burkett             Demoted to reserve roster                          Before   
5/10/1999  FDH     Charlton            Demoted to reserve roster                          Before   
5/10/1999  FDH     Mays                Promoted to active roster                          Before   
5/10/1999  FDH     Rincon              Promoted to active roster                          Before   
5/10/1999  NEP     Hamilton,J          Promoted to active roster                          Before   
5/10/1999  NEP     Person              Demoted to reserve roster                          Before   
5/9/1999   BAR     Daubach             Activated from disabled list                       Before   
5/9/1999   BAR     Ibanez              Demoted to reserve roster                          Before   
5/9/1999   BBG     Sprague             Demoted to reserve roster                          Before   
5/9/1999   BBG     Tatis               Activated from disabled list                       Before   
5/9/1999   OKO     Berkman             Demoted to reserve roster                          Before   
5/9/1999   OKO     Lockhart            Demoted to reserve roster                          Before   
5/9/1999   OKO     Mouton,J            Promoted to active roster                          Before   
5/9/1999   OKO     Stynes              Activated from disabled list                       Before   
5/8/1999   MCL     Fox,A               Demoted to reserve roster                          Before   
5/8/1999   MCL     Jackson,Dar         Demoted to reserve roster                          Before   
5/8/1999   MCL     Williams,G          Promoted to active roster                          Before   
5/7/1999   EVN     Elarton             Demoted to reserve roster                          Before   
5/7/1999   EVN     Lawton              Promoted to active roster                          Before   
5/7/1999   EVN     Mulholland          Promoted to active roster                          Before   
5/7/1999   NEP     Blum                Demoted to reserve roster                          Before   
5/7/1999   NEP     Walker,T            Activated from disabled list                       Before   
5/7/1999   TEW     Buford              Promoted to active roster                          Before   
5/5/1999   DLM     Perez,Edd           Placed on disabled list                 5/3/1999   Before   
5/5/1999   DLM     Reed,J              Promoted to active roster                          Before   
5/5/1999   EVN     Lawton              Acquired via trade             MCL                 After    
5/5/1999   EVN     Surhoff             Traded away                    MCL                 After    
5/5/1999   FER     Bonds               Placed on disabled list                 5/5/1999   Before   
5/5/1999   FER     Cordero,W           Promoted to active roster                          Before   
5/5/1999   FER     Fernandez,A         Demoted to reserve roster                          Before   
5/5/1999   FER     Meche               Activated from disabled list                       Before   
5/5/1999   MCL     Fox,A               Promoted to active roster                          Before   
5/5/1999   MCL     Rolen               Placed on disabled list                 5/5/1999   Before   
5/5/1999   MCL     Lawton              Traded away                    EVN                 After    
5/5/1999   MCL     Surhoff             Acquired via trade             EVN                 After    
5/5/1999   TEW     Payton              Demoted to reserve roster                          Before   
5/4/1999   FFR     Houston             Demoted to reserve roster                          Before   
5/4/1999   FFR     Marrero             Activated from disabled list                       Before   
5/2/1999   EVN     Avery               Promoted to active roster                          Before   
5/2/1999   EVN     Bottenfield         Promoted to active roster                          Before   
5/2/1999   EVN     Mulholland          Demoted to reserve roster                          Before   
5/2/1999   EVN     Woodard             Demoted to reserve roster                          Before   
5/1/1999   FHK     Anderson,Bri        Promoted to active roster                          Before   
5/1/1999   FHK     Nathan              Placed on disabled list                 4/26/1999  Before   
5/1/1999   TEW     Blake               Demoted to reserve roster                          Before   
5/1/1999   TEW     Payton              Promoted to active roster                          Before   
4/29/1999  CIN     Ryan,BJ             Promoted to active roster                          Before   
4/29/1999  CIN     Wheeler             Demoted to reserve roster                          Before   
4/28/1999  GAR     Saberhagen          Demoted to reserve roster                          Before   
4/28/1999  GAR     Vazquez             Activated from disabled list                       Before   
4/27/1999  FLL     Alfonseca           Promoted to active roster                          Before   
4/27/1999  FLL     Fabregas            Promoted to active roster                          Before   
4/27/1999  FLL     Marte               Demoted to reserve roster                          Before   
4/27/1999  FLL     Paul                Demoted to reserve roster                          Before   
4/27/1999  MCL     Batista             Activated from disabled list                       Before   
4/27/1999  MCL     Fox,A               Demoted to reserve roster                          Before   
4/25/1999  NEP     Higginson           Placed on disabled list                 4/24/1999  Before   
4/25/1999  NEP     Quinn               Promoted to active roster                          Before   
4/25/1999  OKO     Fyhrie              Placed on disabled list                 4/25/1999  Before   
4/25/1999  OKO     Riske               Promoted to active roster                          Before   
4/23/1999  BBG     Cedeno,R            Promoted to active roster                          Before   
4/23/1999  BBG     Lofton              Placed on disabled list                 4/23/1999  Before   
4/23/1999  BBG     Sprague             Promoted to active roster                          Before   
4/23/1999  BBG     Tatis               Placed on disabled list                 4/23/1999  Before   
4/23/1999  NEP     Blum                Promoted to active roster                          Before   
4/23/1999  NEP     Menechino           Demoted to reserve roster                          Before   
4/23/1999  OKO     Herges              Promoted to active roster                          Before   
                            League transaction log -- Seven More Minutes                            
                                           Regular season                                           

Date       Team    Player              Type                           OthTm    EffDate    When     
4/23/1999  OKO     Worrell             Placed on disabled list                 4/23/1999  Before   
4/22/1999  BAR     Adams               Demoted to reserve roster                          Before   
4/22/1999  BAR     Ankiel              Promoted to active roster                          Before   
4/22/1999  FLL     Franklin            Demoted to reserve roster                          Before   
4/22/1999  FLL     Hansen,D            Promoted to active roster                          Before   
4/22/1999  FLL     Long                Demoted to reserve roster                          Before   
4/22/1999  FLL     Williams,Mi         Promoted to active roster                          Before   
4/21/1999  CTW     Decker              Promoted to active roster                          Before   
4/21/1999  CTW     LaRue               Placed on disabled list                 4/21/1999  Before   
4/21/1999  FER     Meche               Placed on disabled list                 4/17/1999  Before   
4/21/1999  FER     Stein               Promoted to active roster                          Before   
4/20/1999  BAR     Cabrera,Jos         Demoted to reserve roster                          Before   
4/20/1999  BAR     Dipoto              Promoted to active roster                          Before   
4/20/1999  NEP     Menechino           Promoted to active roster                          Before   
4/20/1999  NEP     Walker,T            Placed on disabled list                 4/19/1999  Before   
4/19/1999  CEN     Eusebio             Placed on disabled list                 4/18/1999  Before   
4/19/1999  CEN     Myers,G             Promoted to active roster                          Before   
4/18/1999  FDH     Rhodes              Promoted to active roster                          Before   
4/18/1999  FDH     Rincon              Demoted to reserve roster                          Before   
4/18/1999  OKO     Gutierrez           Placed on disabled list                 4/18/1999  Before   
4/18/1999  OKO     Guzman,C            Promoted to active roster                          Before   
4/18/1999  OKO     Lockhart            Promoted to active roster                          Before   
4/18/1999  OKO     Stynes              Placed on disabled list                 4/18/1999  Before   
4/17/1999  NNN     Davis,D             Demoted to reserve roster                          Before   
4/17/1999  NNN     Gomez               Promoted to active roster                          Before   
4/17/1999  NNN     Soriano             Demoted to reserve roster                          Before   
4/16/1999  CEN     Gomez               Traded away                    NNN                 After    
4/16/1999  NNN     Gomez               Acquired via trade             CEN                 After    
4/12/1999  FFR     Marrero             Placed on disabled list                 4/12/1999  Before   
4/12/1999  FFR     Valentin,Ja         Promoted to active roster                          Before   
4/12/1999  FLL     Cordero,F           Promoted to active roster                          Before   
4/12/1999  FLL     Franco,Ju           Demoted to reserve roster                          Before   
4/12/1999  FLL     Long                Promoted to active roster                          Before   
4/12/1999  FLL     Sturtze             Demoted to reserve roster                          Before   
4/12/1999  NNN     Bako                Promoted to active roster                          Before   
4/12/1999  NNN     Ortiz,D             Demoted to reserve roster                          Before   
4/12/1999  NNN     Sexson              Promoted to active roster                          Before   
4/11/1999  GAR     Saberhagen          Promoted to active roster                          Before   
4/11/1999  GAR     Vazquez             Placed on disabled list                 4/11/1999  Before   
4/11/1999  MCL     Batista             Placed on disabled list                 4/11/1999  Before   
4/11/1999  MCL     Fox,A               Promoted to active roster                          Before   
4/9/1999   CIN     Gagne               Promoted to active roster                          Before   
4/9/1999   CIN     Padilla             Demoted to reserve roster                          Before   
4/8/1999   RMO     Plesac              Placed on disabled list                 4/8/1999   Before   
4/8/1999   RMO     Polonia             Promoted to active roster                          Before   
4/7/1999   BAR     Daubach             Placed on disabled list                 4/7/1999   Before   
4/7/1999   BAR     Pose                Promoted to active roster                          Before   

