                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Keith Lockhart*          NEP     2b  31  .000  .000  .000  .000   5   0   0   0   0   0   0   3 
Kenny Lofton*            BBG     cf  29  .305  .340  .417  .757 151  46   9   1   2  10   8  19 
Rich Loiselle            FHK     sp  24  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Albie Lopez              DLM     sp  24  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Javier Lopez             BAR     c   25  .231  .276  .291  .567 134  31   2   0   2  14   9  23 
Luis Lopez#              FDH     ss  25  .150  .261  .150  .411  20   3   0   0   0   0   1   6 
Mark Loretta             SCQ     2b  24  .229  .325  .229  .554  35   8   0   0   0   1   5   6 
Torey Lovullo#           RMO     1b  30  .000  .000  .000  .000   3   0   0   0   0   0   0   0 
John Mabry*              NEP     1b  25  .385  .392  .541  .933 148  57   9   1   4  15   2  27 
Mike Macfarlane          EVN     c   32  .192  .192  .615  .808  26   5   2   0   3   9   0   4 
Robert Machado           BMB     c   23  .500  .500  .500 1.000   6   3   0   0   0   3   0   0 
Greg Maddux              BMB     sp  30  .348  .423  .522  .945  23   8   1   0   1   1   3   4 
Mike Maddux*             FHK     mr  34  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Calvin Maduro            BMB     sp  21  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Dave Magadan*            CEN     3b  33  .400  .654  .533 1.187  15   6   2   0   0   4  11   3 
Mike Magnante*           RMO     mr  31  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Matt Mantei              TEW     mr  22  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Jeff Manto               CTW     3b  31  .222  .353  .444  .797  27   6   0   0   2   3   6   5 
Barry Manuel             BAR     mr  30  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Kirt Manwaring           DLM     c   30  .231  .275  .262  .537  65  15   2   0   0   4   3  14 
Al Martin*               BMB     lf  28  .169  .220  .299  .518  77  13   1   0   3   6   5  25 
Norberto Martin          NEP     ss  29  .370  .420  .479  .899  73  27   2   0   2  12   7   7 
Dave Martinez*           BAR     cf  31  .357  .457  .429  .885  98  35   1   3   0   9  16  21 
Dennis Martinez          BAR     sp  41  .000  .182  .000  .182   9   0   0   0   0   0   2   1 
Edgar Martinez           DLM     dh  33  .314  .426  .500  .926 118  37  13   0   3  16  23  15 
Pedro J. Martinez        BAR     sp  24  .143  .143  .190  .333  21   3   1   0   0   1   0  12 
Ramon Martinez*          FER     sp  28  .167  .167  .250  .417  12   2   1   0   0   2   0   3 
Sandy Martinez*          DLM     c   23  .211  .262  .298  .561  57  12   5   0   0   6   4  18 
Tino Martinez*           TAR     1b  28  .155  .234  .241  .476 116  18   8   1   0   8  10  30 
Damon Mashore            FDH     lf  26  .394  .512  .758 1.270  33  13   6   0   2   5   8   9 
Mike Matheny             TAR     c   25  .333  .400  .333  .733   9   3   0   0   0   1   1   1 
T.J. Mathews             ZZY     mr  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Derrick May*             ZZY     lf  27  .143  .143  .143  .286   7   1   0   0   0   0   0   0 
Brent Mayne*             TEW     c   28  .417  .417  .500  .917  12   5   1   0   0   0   0   5 
Greg McCarthy*           BAR     mr  27  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Quinton McCracken#       FHK     cf  26  .226  .250  .226  .476  31   7   0   0   0   3   1   7 
Ben McDonald             NEP     sp  28  .111  .111  .167  .278  18   2   1   0   0   0   0   2 
Jack McDowell            GAR     sp  30  .143  .143  .143  .286  14   2   0   0   0   0   0   3 
Chuck McElroy*           BMB     mr  28  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Willie McGee#            ZZY     rf  37  .345  .375  .548  .923  84  29   4   2   3  13   4  17 
Fred McGriff*            SCQ     1b  32  .232  .274  .391  .665 138  32   5   1   5  12   7  24 
Mark McGwire             BMB     1b  32  .299  .455  .701 1.155 127  38   6   0  15  28  37  23 
Mark McLemore#           BAR     2b  31  .227  .327  .241  .568 141  32   2   0   0   5  19  21 
Greg McMichael           FER     mr  29  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Brian McRae#             SCQ     cf  28  .347  .382  .594  .976 101  35   9   2   4  17   7  11 
Pat Meares               BMB     ss  27  .250  .333  .375  .708  16   4   2   0   0   4   2   2 
Pat Meares               TEW     ss  27  .287  .318  .387  .706  80  23   5   0   1  11   3  15 
Jim Mecir#               FER     mr  26  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Ramiro Mendoza           GAR     sp  24  .000  .000  .000  .000   4   0   0   0   0   0   0   1 
Orlando Merced*          BMB     rf  29  .220  .298  .268  .566  41   9   2   0   0   9   5   8 
Jose Mercedes            FER     mr  25  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Kent Mercker*            WIN     sp  28  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Jose Mesa                CTW     cl  30  .000  .000  .000  .000   1   0   0   0   0   1   0   0 
Dan Miceli               WIN     mr  25  .000  .000  .000  .000   5   0   0   0   0   0   0   2 
Matt Mieske              NEP     rf  28  .370  .400  .796 1.196  54  20   6   1   5  23   4  10 
Orlando Miller           GAR     ss  27  .142  .195  .198  .393 106  15   3   0   1   3   6  27 
Alan Mills#              TAR     mr  29  .500  .500  .500 1.000   2   1   0   0   0   1   0   0 
Blas Minor               BAR     mr  30  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Doug Mirabelli           FDH     c   25  .200  .200  .200  .400   5   1   0   0   0   0   0   1 
Angel Miranda*           WIN     mr  26 1.000 1.000 1.000 2.000   1   1   0   0   0   0   0   0 
Kevin Mitchell           GAR     lf  34  .310  .453  .517  .971  58  18   3   0   3  12  16  10 
Dave Mlicki              BAR     mr  28  .000  .000  .000  .000   4   0   0   0   0   0   0   1 
Brian Moehler            NEP     sp  24  .000 1.000  .000 1.000   0   0   0   0   0   0   1   0 
Mike Mohler              CTW     mr  27  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Paul Molitor             OKO     dh  39  .325  .404  .404  .807 151  49  10   1   0  13  20   8 
Raul Mondesi             EVN     rf  25  .352  .394  .559  .952 145  51   4   1   8  31  10  28 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                        --------------Versus Left-handed Pitchers-------------- 
Name                     Team     P Age   AVG   OBP   SPC   OPS  AB   H  2B  3B  HR RBI  BB   K 
Jeff Montgomery          BBG     cl  34  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Mickey Morandini*        BAR     2b  30  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Mike Morgan              FHK     sp  36  .000  .000  .000  .000   7   0   0   0   0   0   0   1 
Russ Morman              SCQ     1b  34  .333  .333  .667 1.000   3   1   1   0   0   0   0   0 
Hal Morris*              EVN     1b  31  .000  .000  .000  .000   4   0   0   0   0   0   0   0 
Julio Mosquera           RMO     c   24  .100  .100  .100  .200  10   1   0   0   0   1   0   1 
James Mouton             TAR     lf  27  .319  .407  .410  .817 144  46   8   1   1  15  21  26 
Lyle Mouton              DLM     dh  27  .314  .333  .412  .745  51  16   2   0   1   7   2  11 
Jamie Moyer*             FDH     sp  33  .000  .000  .000  .000   6   0   0   0   0   0   0   3 
Bill Mueller#            FER     3b  25  .300  .348  .500  .848  20   6   1   0   1   3   2   5 
Terry Mulholland         EVN     sp  33  .250  .250  .333  .583  12   3   1   0   0   0   0   2 
Eddie Murray#            ZZY     dh  40  .289  .374  .450  .823 149  43   4   1   6  21  22  16 
Mike Mussina             RMO     sp  27  .250  .304  .300  .604  20   5   1   0   0   4   2   5 
Greg Myers*              WIN     c   30  .356  .375  .378  .753  45  16   1   0   0  10   2  10 
Randy Myers*             BBG     cl  33  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Rodney Myers             BAR     mr  27  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Tim Naehring             FER     3b  29  .269  .406  .308  .714  26   7   1   0   0   2   6   4 
Charles Nagy*            SCQ     sp  29  .000  .000  .000  .000   8   0   0   0   0   0   0   2 
Charles Nagy*            CEN     sp  29  .200  .200  .200  .400   5   1   0   0   0   0   0   2 
Bob Natal                FDH     c   30  .118  .250  .118  .368  17   2   0   0   0   1   3   1 
Dan Naulty               CTW     mr  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Dan Naulty               SCQ     mr  26  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Jaime Navarro            ZZY     sp  29  .077  .077  .077  .154  13   1   0   0   0   1   0   7 
Denny Neagle*            ZZY     sp  27  .227  .227  .409  .636  22   5   1   0   1   5   0   8 
Jeff Nelson              CEN     mr  29  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Robb Nen                 NEP     cl  26  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Phil Nevin               GAR     3b  25  .257  .278  .343  .621  35   9   0   0   1   6   1   9 
Marc Newfield            BAR     lf  23  .313  .340  .375  .715  48  15   3   0   0   6   2  14 
Warren Newson*           GAR     rf  31  .125  .222  .167  .389  24   3   1   0   0   1   3  13 
Melvin Nieves#           BAR     rf  24  .100  .250  .100  .350  20   2   0   0   0   1   4  10 
Dave Nilsson*            FHK     rf  26  .236  .283  .274  .557 106  25   4   0   0   9   5  29 
C.J. Nitkowski*          BBG     sp  23  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Otis Nixon#              CIN     cf  37  .294  .379  .353  .732  51  15   0   0   1   5   7  11 
Trot Nixon*              CIN     rf  22  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Hideo Nomo               CIN     sp  27  .207  .233  .414  .647  29   6   3   0   1   4   1  12 
Greg Norton#             CIN     ss  23  .667  .667 2.167 2.833   6   4   0   0   3   5   0   1 
Jon Nunnally*            BBG     rf  24  .000  .167  .000  .167   4   0   0   0   0   1   1   3 
Charlie O'Brien          CEN     c   36  .212  .266  .341  .607  85  18   8   0   1   9   4  18 
Troy O'Leary*            FDH     rf  26  .242  .301  .315  .616 124  30   5   2   0  13  10  25 
Paul O'Neill*            CTW     rf  33  .200  .347  .350  .697  40   8   0   0   2   8   8  11 
Alex Ochoa               CTW     rf  24  .383  .424  .557  .981 115  44  10   5   0  12   8  15 
Jose Offerman#           OKO     1b  27  .320  .357  .360  .717  25   8   1   0   0   5   2   3 
Jose Offerman#           DLM     1b  27  .310  .359  .405  .763  84  26   3   1   1  11   7   9 
Chad Ogea                DLM     sp  25  .000  .000  .000  .000   6   0   0   0   0   0   0   0 
Chad Ogea                CTW     sp  25  .091  .091  .091  .182  11   1   0   0   0   0   0   2 
John Olerud*             NEP     1b  27  .184  .279  .263  .542  38   7   3   0   0   2   5   3 
Omar Olivares            WIN     sp  28  .125  .300  .125  .425   8   1   0   0   0   0   2   1 
Darren Oliver            SCQ     sp  25  .267  .267  .333  .600  15   4   1   0   0   1   0   1 
Joe Oliver               ZZY     c   30  .298  .353  .475  .828 141  42   4   0   7  21  10  21 
Gregg Olson              CTW     mr  29  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Gregg Olson              SCQ     mr  29  .500  .500  .500 1.000   2   1   0   0   0   0   0   0 
Rey Ordonez              BBG     ss  23  .244  .292  .267  .558  45  11   1   0   0   4   3   2 
Jesse Orosco             EVN     mr  39  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Joe Orsulak*             BBG     lf  34  .111  .200  .111  .311   9   1   0   0   0   0   0   4 
Donovan Osborne*         ZZY     sp  27  .000  .111  .000  .111   8   0   0   0   0   0   1   5 
Keith Osik               FHK     c   27  .250  .364  .250  .614   8   2   0   0   0   3   2   0 
Antonio Osuna            CEN     mr  23  .000 1.000  .000 1.000   0   0   0   0   0   0   1   0 
Eric Owens               TEW     lf  25  .450  .507  .483  .991  60  27   2   0   0   6   7   8 
Jayhawk Owens            OKO     c   27  .244  .340  .293  .633  41  10   2   0   0   5   6  11 
Tom Pagnozzi             SCQ     c   33  .297  .308  .405  .713  37  11   1   0   1   6   1   8 
Tom Pagnozzi             CEN     c   33  .267  .353  .267  .620  15   4   0   0   0   2   2   8 
Lance Painter*           SCQ     mr  28  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Orlando Palmeiro*        RMO     cf  27  .185  .267  .222  .489  27   5   1   0   0   0   3   9 
Rafael Palmeiro*         CIN     1b  31  .272  .309  .477  .785 151  41  12   2   5  24   9  16 
Dean Palmer              ZZY     3b  27  .294  .374  .438  .811 160  47   8   3   3  21  19  44 
Jose Paniagua            ZZY     sp  22  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Craig Paquette           NEP     lf  27  .250  .250  .250  .500   8   2   0   0   0   1   0   4 
Mark Parent              NEP     c   34  .190  .227  .381  .608  21   4   1   0   1   2   1   5 
Chan Ho Park             WIN     mr  23  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Jeff Parrett             OKO     mr  34  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Bob Patterson            SCQ     mr  37  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                        --------------Versus Left-handed Pitchers-------------- 
Name                     Team     P Age   AVG   OBP   SPC   OPS  AB   H  2B  3B  HR RBI  BB   K 
Roger Pavlik             CTW     sp  28  .250  .250  .333  .583  12   3   1   0   0   3   0   2 
Rudy Pemberton           BMB     rf  26  .500  .529  .563 1.092  16   8   1   0   0   1   0   2 
Terry Pendleton#         DLM     3b  35  .207  .219  .345  .564  29   6   1   0   1   4   1   7 
Troy Percival            ZZY     cl  26  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Eddie Perez              SCQ     c   28  .154  .195  .179  .375  39   6   1   0   0   3   2   6 
Eduardo Perez            SCQ     1b  26  .154  .389  .385  .774  13   2   0   0   1   3   5   5 
Neifi Perez#             CIN     ss  21  .200  .200  .200  .400   5   1   0   0   0   0   0   1 
Robert Perez             EVN     lf  27 1.000 1.000 1.000 2.000   1   1   0   0   0   0   0   0 
Tomas Perez#             CIN     2b  22  .387  .457  .581 1.038  31  12   1   1   1   3   4   5 
Herb Perry               CIN     1b  26  .000  .400  .000  .400   3   0   0   0   0   0   1   1 
Robert Person            CIN     sp  26  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Chris Peters*            TEW     sp  24  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Mark Petkovsek           SCQ     mr  30  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Andy Pettitte*           CTW     sp  24  .105  .150  .158  .308  19   2   1   0   0   0   1   6 
Tony Phillips#           CEN     lf  37  .299  .416  .465  .881 144  43  11   2   3  17  26  41 
Mike Piazza              OKO     c   27  .373  .436  .559  .995 118  44   7   0   5  20  14  20 
Hipolito Pichardo        FER     mr  26  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Phil Plantier*           BBG     lf  27  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Dan Plesac*              WIN     mr  34  .000  .000  .000  .000   4   0   0   0   0   0   0   1 
Eric Plunk               BMB     mr  32  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Eric Plunk               CIN     mr  32  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Luis Polonia*            BAR     lf  31  .400  .483  .640 1.123  25  10   0   0   2   5   4   3 
Luis Polonia*            RMO     lf  31  .400  .400  .400  .800  10   4   0   0   0   4   0   0 
Jim Poole*               OKO     mr  30  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Mark Portugal            FHK     sp  33  .400  .375  .533  .908  15   6   2   0   0   2   0   0 
Jorge Posada#            BAR     c   24  .667  .667  .667 1.333   3   2   0   0   0   0   0   0 
Jay Powell               CEN     mr  24  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Curtis Pride*            NEP     lf  27  .143  .143  .143  .286  14   2   0   0   0   1   0   4 
Ariel Prieto             NEP     sp  26  .167  .167  .167  .333  12   2   0   0   0   0   0   4 
Tom Prince               SCQ     c   31  .211  .286  .263  .549  19   4   1   0   0   0   1   4 
Harvey Pulliam           BMB     lf  28  .000  .100  .000  .100   9   0   0   0   0   1   1   2 
Paul Quantrill*          OKO     sp  27  .000  .000  .000  .000  10   0   0   0   0   0   0   5 
Scott Radinsky*          FDH     mr  28  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Brad Radke               CEN     sp  23  .087  .083  .130  .214  23   2   1   0   0   1   0   1 
Tim Raines#              OKO     lf  36  .143  .250  .179  .429  28   4   1   0   0   0   4   8 
Manny Ramirez            CEN     rf  24  .326  .401  .600 1.001 135  44  19   0   6  25  17  26 
Joe Randa                NEP     3b  26  .307  .367  .439  .806 114  35  15   0   0  13  12  23 
Pat Rapp                 BBG     sp  28  .000  .000  .000  .000   6   0   0   0   0   0   0   2 
Jeff Reed*               FDH     c   33  .140  .183  .211  .394  57   8   1   0   1   4   0   9 
Jody Reed                RMO     2b  33  .179  .300  .209  .509  67  12   2   0   0   5  12  11 
Steve Reed               CEN     mr  30  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Mike Remlinger*          FDH     mr  30  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Edgar Renteria           ZZY     ss  20  .239  .310  .479  .789 117  28   9   2   5  23  11  27 
Carlos Reyes#            ZZY     mr  27 1.000 1.000 1.000 2.000   1   1   0   0   0   1   0   0 
Shane Reynolds           CIN     sp  28  .167  .200  .250  .450  24   4   2   0   0   2   1   9 
Armando Reynoso          GAR     sp  30  .000  .000  .000  .000   9   0   0   0   0   1   0   4 
Arthur Rhodes*           FDH     mr  26  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Billy Ripken             BBG     3b  31  .143  .163  .143  .306  42   6   0   0   0   0   0  10 
Cal Ripken               OKO     ss  35  .319  .347  .609  .956  69  22   5   0   5  16   3   7 
Cal Ripken               DLM     ss  35  .167  .222  .288  .510  66  11   2   0   2   7   4   7 
Bill Risley              FHK     mr  29  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Kevin Ritz               CEN     sp  31  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Mariano Rivera           CIN     mr  26  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Ruben Rivera             FHK     cf  22  .000  .000  .000  .000   2   0   0   0   0   0   0   1 
Bip Roberts#             CIN     2b  32  .143  .143  .143  .286  21   3   0   0   0   1   0   2 
Rich Robertson*          WIN     sp  27  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Alex Rodriguez           FDH     ss  20  .439  .509  .662 1.171 148  65  17   2   4  29  22  22 
Frank Rodriguez          WIN     sp  23  .071  .133  .071  .205  14   1   0   0   0   1   1   3 
Henry Rodriguez*         SCQ     lf  28  .159  .213  .341  .554  44   7   0   1   2  10   1  20 
Ivan Rodriguez           WIN     c   24  .297  .346  .621  .966 145  43   8   0  13  30  13  12 
Nerio Rodriguez          BMB     mr  23  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Tony Rodriguez           BAR     ss  25  .241  .267  .241  .508  29   7   0   0   0   3   1   2 
Kenny Rogers*            SCQ     sp  31  .250  .250  .250  .500   4   1   0   0   0   0   0   0 
Kenny Rogers*            CEN     sp  31  .214  .214  .286  .500  14   3   1   0   0   1   0   4 
Mel Rojas                BMB     cl  29  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Scott Rolen              SCQ     3b  21  .333  .478  .444  .923  18   6   2   0   0   1   5   3 
Jose Rosado*             NEP     sp  21  .100  .250  .200  .450  10   1   1   0   0   0   2   4 
Matt Ruebel*             WIN     mr  26  .000  .000  .000  .000   5   0   0   0   0   0   0   1 
Kirk Rueter*             FHK     sp  25  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Bruce Ruffin#            FER     cl  32  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Johnny Ruffin            OKO     mr  24  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                        --------------Versus Left-handed Pitchers-------------- 
Name                     Team     P Age   AVG   OBP   SPC   OPS  AB   H  2B  3B  HR RBI  BB   K 
Chris Sabo               ZZY     3b  34  .385  .385  .769 1.154  13   5   2   0   1   3   0   2 
A.J. Sager               BBG     mr  31  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
Roger Salkeld            DLM     sp  25  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
Tim Salmon               RMO     rf  27  .242  .424  .575  .999 120  29   5   4   9  21  38  30 
Juan Samuel              BBG     dh  35  .222  .294  .380  .674 108  24   3   1   4  13  11  37 
Rey Sanchez              EVN     ss  28  .200  .200  .333  .533  15   3   2   0   0   1   0   0 
Ryne Sandberg            WIN     2b  36  .325  .448  .795 1.242 117  38   8   1  15  33  26  25 
Reggie Sanders           TEW     rf  28  .267  .382  .440  .822  75  20   4   0   3  10  14  22 
Scott Sanders            EVN     mr  27  .389  .389  .500  .889  18   7   2   0   0   2   0   7 
F.P. Santangelo#         CIN     cf  28  .316  .441  .389  .830  95  30   4   0   1  13  16  13 
Benito Santiago          NEP     c   31  .288  .333  .407  .740  59  17   1   0   2   8   5   9 
Benito Santiago          DLM     c   31  .300  .341  .500  .841  40  12   3   1   1   6   3   7 
Steve Scarsone           CTW     2b  30  .182  .308  .273  .580  11   2   1   0   0   0   2   3 
Gene Schall              BMB     1b  26  .313  .353  .438  .790  16   5   2   0   0   1   1   1 
Curt Schilling           BAR     sp  29  .000  .000  .000  .000  20   0   0   0   0   0   0   8 
Jason Schmidt            WIN     sp  23  .125  .125  .125  .250   8   1   0   0   0   0   0   2 
Pete Schourek*           OKO     sp  27  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Kevin Sefcik             TEW     3b  25  .143  .250  .143  .393   7   1   0   0   0   1   1   1 
David Segui#             FDH     1b  29  .339  .408  .545  .952 112  38   8   0   5  27  14  23 
Kevin Seitzer            FER     dh  34  .366  .445  .530  .975 134  49   7   3   3  29  19  16 
Bill Selby*              OKO     2b  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Aaron Sele               CTW     sp  26  .182  .182  .182  .364  11   2   0   0   0   0   0   2 
Aaron Sele               SCQ     sp  26  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Scott Servais            BBG     c   29  .250  .333  .250  .583   8   2   0   0   0   0   1   2 
Scott Service            TEW     mr  29  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Jeff Shaw                TAR     mr  29  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Danny Sheaffer           TAR     c   34  .071  .103  .107  .211  28   2   1   0   0   1   1   3 
Andy Sheets              TAR     3b  24  .260  .418  .400  .818  50  13   7   0   0   7  14  24 
Gary Sheffield           NEP     rf  27  .318  .474  .697 1.171 132  42   5   0  15  26  40  14 
Craig Shipley            BMB     2b  33  .300  .364  .300  .664  10   3   0   0   0   2   1   0 
Paul Shuey               DLM     mr  25  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Terry Shumpert           GAR     3b  29  .000  .063  .000  .063  15   0   0   0   0   0   1   8 
Ruben Sierra#            FDH     dh  30  .278  .350  .356  .706  90  25   4   0   1   9   9  14 
Bill Simas*              CTW     mr  24  .333  .333  .667 1.000   3   1   1   0   0   0   0   1 
Mike Simms               GAR     lf  29  .000  .063  .000  .063  15   0   0   0   0   0   1   5 
Don Slaught              EVN     c   37  .336  .394  .462  .856 119  40  12   0   1  14   9   6 
Heathcliff Slocumb       BMB     cl  30  .000  .000  .000  .000   3   0   0   0   0   0   0   1 
John Smiley*             EVN     sp  31  .167  .167  .167  .333   6   1   0   0   0   1   0   2 
John Smiley*             TAR     sp  31  .100  .182  .100  .282  10   1   0   0   0   0   1   2 
Mark Smith               BBG     lf  26  .111  .111  .222  .333  18   2   0   1   0   2   0   3 
Ozzie Smith#             SCQ     ss  41  .143  .200  .143  .343  14   2   0   0   0   1   1   3 
Ozzie Smith#             CEN     ss  41  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Zane Smith*              FER     sp  35  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
John Smoltz              BMB     sp  29  .136  .174  .136  .310  22   3   0   0   0   0   1  10 
Chris Snopek             NEP     3b  25  .299  .330  .713 1.042  87  26   7   1   9  21   3  12 
J.T. Snow#               RMO     1b  28  .000  .000  .000  .000   3   0   0   0   0   0   0   0 
Luis Sojo                ZZY     2b  30  .188  .260  .297  .557  64  12   5   1   0  10   7   2 
Paul Sorrento*           CTW     1b  30  .182  .308  .455  .762  11   2   0   0   1   2   1   5 
Paul Sorrento*           RMO     1b  30  .200  .273  .500  .773  10   2   0   0   1   1   0   4 
Sammy Sosa               ZZY     rf  27  .216  .300  .416  .716 125  27   7   0   6  13  12  28 
Steve Sparks             GAR     sp  30  .000  .000  .000  .000   6   0   0   0   0   0   0   0 
Tim Spehr                RMO     c   29  .000  .000  .000  .000   7   0   0   0   0   0   0   0 
Bill Spiers*             BBG     3b  30  .250  .250  .500  .750  12   3   0   0   1   1   0   4 
Scott Spiezio#           TAR     3b  23  .125  .125  .125  .250   8   1   0   0   0   0   0   2 
Paul Spoljaric           BAR     mr  25  .400  .400  .400  .800   5   2   0   0   0   2   0   2 
Ed Sprague               SCQ     3b  28  .287  .339  .472  .811 108  31   5   0   5  19   9  14 
Dennis Springer          RMO     sp  31  .250  .333  .250  .583   4   1   0   0   0   3   1   0 
Russ Springer            TEW     mr  27  .000  .000  .000  .000   1   0   0   0   0   0   0   1 
Scott Stahoviak*         BAR     1b  26  .000  .400  .000  .400   3   0   0   0   0   0   2   1 
Matt Stairs*             ZZY     rf  28  .188  .278  .250  .528  16   3   1   0   0   3   1   3 
Andy Stankiewicz         BMB     ss  31  .833  .850 1.167 2.017  18  15   6   0   0   4   0   1 
Mike Stanley             CTW     c   33  .275  .428  .473  .901 131  36   8   0   6  27  32  25 
Mike Stanton*            FDH     mr  29  .000  .000  .000  .000   1   0   0   0   0   0   0   0 
Terry Steinbach          BMB     c   34  .305  .367  .580  .947 131  40   2   2  10  25  13  26 
Garrett Stephenson       FDH     mr  24  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Lee Stevens*             RMO     1b  28  .389  .476  .556 1.032  18   7   3   0   0   2   3   4 
Shannon Stewart          GAR     cf  22  .286  .375  .429  .804   7   2   1   0   0   0   1   2 
Kurt Stillwell#          ZZY     2b  31  .389  .476  .833 1.310  18   7   5   0   1   5   3   1 
Kelly Stinnett           FER     c   26  .111  .273  .111  .384   9   1   0   0   0   2   1   5 
Kevin Stocker#           TAR     ss  26  .162  .195  .162  .357  37   6   0   0   0   2   2  10 
Todd Stottlemyre*        TAR     sp  31  .444  .444  .444  .889   9   4   0   0   0   2   0   2 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

                                        --------------Versus Left-handed Pitchers-------------- 
Name                     Team     P Age   AVG   OBP   SPC   OPS  AB   H  2B  3B  HR RBI  BB   K 
Doug Strange#            TEW     3b  32  .182  .250  .182  .432  11   2   0   0   0   0   1   0 
Darryl Strawberry*       CTW     lf  34  .210  .310  .532  .842  62  13   4   2   4   9   9  21 
Tanyon Sturtze           WIN     mr  25 1.000 1.000 2.000 3.000   1   1   1   0   0   1   0   0 
Chris Stynes             FDH     lf  23  .286  .306  .314  .620  35  10   1   0   0   1   1   3 
Scott Sullivan           CIN     mr  25  .000  .000  .000  .000   0   0   0   0   0   0   0   0 
Jeff Suppan              RMO     sp  21  .000  .000  .000  .000   2   0   0   0   0   0   0   0 
B.J. Surhoff*            OKO     3b  31  .268  .303  .341  .644 123  33   6   0   1  18   6  15 
Dale Sveum#              FER     3b  32  .000  .000  .000  .000   2   0   0   0   0   0   0   2 
