                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Doug Linton              NEP     sp  31   1   9   0   0   0  .222     0.1  0.4  .000  .125  .000   0   1 
Felipe Lira              CTW     sp  24   3   9   0   0   0  .708     1.1  4.9  .125  .667  .250   1   3 
Pat Listach#             TEW     cf  28  25 139   1   1   2  .615    13.2  3.6  .050  .625  .223   5  35 
Pat Listach#             BAR     cf  28  14  80   0   0   1  .473     4.9  2.2  .000  .492  .214   0  13 
Scott Livingstone*       CEN     1b  30   0  12   0   0   0  .917     2.5  9.6  .083  .857  .083   1   6 
Graeme Lloyd*            NEP     mr  29   0   3   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Esteban Loaiza           TAR     sp  24  12  20   4   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Keith Lockhart*          NEP     2b  31  13  73   0   1   3  .863    11.6  6.3  .174  .796  .232   8  35 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age  GS  PA  SH  SF GDP   OPS      RC RC27   ISO  TAVG   SEC EBH  TB 
Kenny Lofton*            BBG     cf  29 130 608   5   2   8  .850   101.4  6.9  .138  .885  .274  52 258 
Rich Loiselle            FHK     sp  24   0   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Albie Lopez              DLM     sp  24  13  27   3   0   0  .042     0.1  0.1  .000  .043  .043   0   0 
Javier Lopez             BAR     c   25 121 550   3   6  15  .753    66.1  4.4  .191  .670  .241  42 234 
Luis Lopez#              FDH     ss  25  30 158   0   1   6  .464     7.3  1.6  .042  .363  .119   3  31 
Mark Loretta             SCQ     2b  24  33 155   2   1   5  .702    16.8  4.3  .036  .602  .121   3  48 
Torey Lovullo#           RMO     1b  30   0  20   0   0   0  .205     0.2  0.3  .053  .167  .105   1   2 
John Mabry*              NEP     1b  25  43 266   0   4   7  .869    45.1  6.9  .148  .791  .172  21 129 
Mike Macfarlane          EVN     c   32  23 151   0   1   3  .764    18.5  4.5  .246  .694  .296  20  69 
Robert Machado           BMB     c   23   1   9   0   0   1  .667     0.7  2.6  .000  .429  .000   0   3 
Greg Maddux              BMB     sp  30  34 106   7   0   1  .586     8.4  2.8  .083  .459  .115   6  31 
Mike Maddux*             FHK     mr  34   1   3   1   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Calvin Maduro            BMB     sp  21   2   7   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Dave Magadan*            CEN     3b  33  39 177   3   0   3  .753    22.3  5.4  .091  .759  .308   9  51 
Mike Magnante*           RMO     mr  31   0   5   1   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Matt Mantei              TEW     mr  22   0   1   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Jeff Manto               CTW     3b  31  10  60   0   1   0  .775     8.4  6.1  .174  .861  .457   4  18 
Barry Manuel             BAR     mr  30   0  11   1   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Kirt Manwaring           DLM     c   30  66 270   1   0   4  .571    20.7  2.8  .051  .452  .103  11  73 
Al Martin*               BMB     lf  28 122 545   2   1  13  .773    70.6  4.9  .142  .784  .291  36 209 
Norberto Martin          NEP     ss  29  25 122   0   1   3  .733    16.1  5.3  .071  .716  .204   4  43 
Dave Martinez*           BAR     cf  31 113 521   6   6   5  .762    70.4  5.5  .096  .747  .224  23 180 
Dennis Martinez          BAR     sp  41  22  46   2   0   0  .186     0.4  0.3  .000  .154  .075   0   2 
Edgar Martinez           DLM     dh  33 119 536   0   3  11  .999   112.7  9.7  .234 1.103  .430  64 246 
Pedro J. Martinez        BAR     sp  24  32  78   6   0   1  .184     0.8  0.3  .029  .136  .072   2   6 
Ramon Martinez*          FER     sp  28  31  65   3   1   1  .293     1.2  0.6  .066  .200  .066   2  11 
Sandy Martinez*          DLM     c   23  56 201   0   1   3  .554    14.1  2.4  .128  .465  .187  14  59 
Tino Martinez*           TAR     1b  28 134 577   3   6  10  .673    59.8  3.9  .133  .631  .258  38 182 
Damon Mashore            FDH     lf  26  26 130   1   0   0 1.141    38.3 15.7  .252 1.477  .477  19  69 
Mike Matheny             TAR     c   25   7  56   0   0   2  .386     1.5  0.8  .075  .286  .094   2  11 
T.J. Mathews             ZZY     mr  26   0   3   1   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Derrick May*             ZZY     lf  27   1  53   0   0   0  .696     6.3  4.7  .125  .667  .250   4  18 
Brent Mayne*             TEW     c   28  20  94   0   0   2  .935    18.6  9.3  .122  .981  .268   8  40 
Greg McCarthy*           BAR     mr  27   1   2   0   0   0 1.000     0.5 13.5  .000 1.000  .000   0   1 
Quinton McCracken#       FHK     cf  26   9 101   3   1   1  .725    12.9  5.1  .078  .688  .167   4  34 
Ben McDonald             NEP     sp  28  29  87   3   0   1  .470     4.6  1.8  .037  .333  .061   3  20 
Jack McDowell            GAR     sp  30  30  62   5   0   0  .301     1.6  0.8  .000  .188  .000   0   8 
Chuck McElroy*           BMB     mr  28   0   2   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Willie McGee#            ZZY     rf  37  70 316   6   0   7  .764    42.0  5.3  .085  .670  .150  15 119 
Fred McGriff*            SCQ     1b  32 130 578   0   4  14  .759    75.0  5.2  .123  .707  .226  41 214 
Mark McGwire             BMB     1b  32 125 577   0   5  12 1.125   139.8 10.8  .425 1.269  .649  76 326 
Mark McLemore#           BAR     2b  31 138 640   1   1  11  .752    82.5  5.3  .084  .739  .236  33 210 
Greg McMichael           FER     mr  29   0   8   1   0   0  .286     0.2  0.7  .000  .167  .000   0   1 
Brian McRae#             SCQ     cf  28  92 433   3   2   8  .919    81.4  8.1  .192 1.015  .390  43 188 
Pat Meares               BMB     ss  27   9  40   0   0   4  .462     1.2  0.9  .053  .314  .105   2   9 
Pat Meares               TEW     ss  27  25 113   0   3   5  .748    13.6  4.6  .118  .675  .176   8  42 
Jim Mecir#               FER     mr  26   1   5   0   0   0  .400     0.2  1.4  .000  .250  .000   0   1 
Ramiro Mendoza           GAR     sp  24  10  23   5   0   0  .111     0.3  0.3  .000  .125  .125   0   0 
Orlando Merced*          BMB     rf  29  82 376   0   2   3  .709    46.5  4.9  .120  .686  .245  23 132 
Jose Mercedes            FER     mr  25   1   3   0   0   1 1.333     0.7  9.0  .000 1.000  .000   0   2 
Kent Mercker*            WIN     sp  28   1   9   1   0   0  .750     1.2  5.3  .000  .600  .000   0   3 
Jose Mesa                CTW     cl  30   0   6   0   1   0  .367     0.3  1.4  .000  .250  .000   0   1 
Dan Miceli               WIN     mr  25   8  17   2   0   0  .400     0.7  1.4  .000  .250  .000   0   3 
Matt Mieske              NEP     rf  28  17  80   0   2   1  .996    16.7  8.7  .324 1.040  .423  12  45 
Orlando Miller           GAR     ss  27 106 442   0   2  19  .658    37.6  3.0  .129  .534  .158  30 158 
Alan Mills#              TAR     mr  29   1   8   0   0   0  .661     0.8  4.6  .000  .600  .143   0   2 
Blas Minor               BAR     mr  30   3   6   0   0   0  .333     0.2  0.9  .000  .200  .000   0   1 
Doug Mirabelli           FDH     c   25   5  24   0   0   0  .826     4.0  7.7  .045  .786  .136   1   9 
Angel Miranda*           WIN     mr  26   0   3   0   0   0  .667     0.3  4.5  .000  .500  .000   0   1 
Kevin Mitchell           GAR     lf  34  58 261   0   2   3  .924    48.6  8.4  .224 1.000  .425  24 110 
Dave Mlicki              BAR     mr  28  17  35   2   0   0  .218     0.5  0.5  .000  .179  .067   0   2 
Brian Moehler            NEP     sp  24   2   5   1   0   0  .833     0.9  8.3  .000 1.500  .667   0   1 
Mike Mohler              CTW     mr  27   2   5   0   0   0  .400     0.2  1.4  .000  .250  .000   0   1 
Paul Molitor             OKO     dh  39 161 765   1   4  15  .826   121.6  6.6  .124  .796  .209  60 327 
Raul Mondesi             EVN     rf  25 135 605   0   7   8  .940   117.7  8.1  .222  .925  .259  60 321 
Jeff Montgomery          BBG     cl  34   0   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Mickey Morandini*        BAR     2b  30   0   5   0   0   0  .650     0.5  4.5  .000  .667  .250   0   1 
Mike Morgan              FHK     sp  36   7  18   3   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Russ Morman              SCQ     1b  34   1   6   0   0   0  .500     0.3  1.8  .167  .400  .167   1   2 
Hal Morris*              EVN     1b  31  12  68   2   1   2  .767     8.4  4.8  .182  .750  .345   7  23 
Julio Mosquera           RMO     c   24   6  24   0   0   0  .542     1.7  2.4  .125  .421  .125   3   8 
James Mouton             TAR     lf  27  44 243   3   1   6  .770    30.0  4.8  .105  .765  .257  15  83 
                          DMB batting register -- All players in database                           
                                           Regular season                                           

Name                     Team     P Age  GS  PA  SH  SF GDP   OPS      RC RC27   ISO  TAVG   SEC EBH  TB 
Lyle Mouton              DLM     dh  27  22 210   0   3   8  .779    27.6  5.2  .135  .745  .276  12  78 
Jamie Moyer*             FDH     sp  33  20  43   6   0   0  .082     0.2  0.1  .000  .057  .028   0   1 
Bill Mueller#            FER     3b  25  21 211   1   1   2  .847    35.4  7.2  .135  .817  .223  20  90 
Terry Mulholland         EVN     sp  33  24  59   0   0   2  .379     1.8  0.9  .035  .260  .070   2  11 
Eddie Murray#            ZZY     dh  40  67 336   0   6   9  .905    58.1  7.1  .240  .898  .355  33 160 
Mike Mussina             RMO     sp  27  35  79   6   2   0  .383     3.2  1.3  .029  .281  .074   2  13 
Greg Myers*              WIN     c   30  53 266   0   2   9  .758    33.1  4.8  .130  .645  .170  22 109 
Randy Myers*             BBG     cl  33   0   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Rodney Myers             BAR     mr  27   0  10   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Tim Naehring             FER     3b  29 103 497   3   5  12  .689    52.2  4.0  .121  .602  .190  26 168 
Charles Nagy*            SCQ     sp  29  16  42   4   0   2  .329     0.8  0.6  .028  .212  .056   1   6 
Charles Nagy*            CEN     sp  29  18  50   2   1   2  .667     4.8  3.6  .022  .515  .067   1  15 
Bob Natal                FDH     c   30  13  48   0   0   2  .445     2.0  1.5  .073  .395  .244   1   8 
Dan Naulty               CTW     mr  26   0   1   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Dan Naulty               SCQ     mr  26   0   2   0   0   0 1.000     0.5 13.5  .000 1.000  .000   0   1 
Jaime Navarro            ZZY     sp  29  25  60   5   0   0  .273     1.2  0.6  .018  .167  .018   1   8 
Denny Neagle*            ZZY     sp  27  36  82   9   0   1  .406     3.2  1.3  .057  .300  .086   2  15 
Jeff Nelson              CEN     mr  29   0   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Robb Nen                 NEP     cl  26   0   8   1   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Phil Nevin               GAR     3b  25  24 136   1   1   3  .598    10.7  2.7  .131  .490  .162   7  46 
Marc Newfield            BAR     lf  23  46 257   0   1   2  .867    43.9  7.2  .180  .847  .249  22 115 
Warren Newson*           GAR     rf  31  52 269   0   1   3  .730    32.5  4.6  .172  .676  .270  25 102 
Melvin Nieves#           BAR     rf  24  96 389   0   3   5  .721    45.9  4.6  .172  .688  .293  31 135 
Dave Nilsson*            FHK     rf  26 115 505   0   3   1  .931   101.7  9.2  .178  .970  .289  49 235 
C.J. Nitkowski*          BBG     sp  23   0   1   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Otis Nixon#              CIN     cf  37  25 114   2   1   8  .616     9.0  2.8  .041  .607  .255   2  28 
Trot Nixon*              CIN     rf  22   1   5   0   0   0  .400     0.3  2.1  .000  .500  .200   0   1 
Hideo Nomo               CIN     sp  27  33  98  15   0   1  .461     4.8  1.6  .103  .388  .179   6  20 
Greg Norton#             CIN     ss  23   3  22   1   0   0 1.241     5.4 10.4  .563 1.385  .813   3  13 
Jon Nunnally*            BBG     rf  24  14  78   0   1   1  .602     6.2  2.7  .214  .550  .314   7  26 
Charlie O'Brien          CEN     c   36  36 152   2   2   1  .622    14.1  3.5  .102  .538  .146  12  46 
Troy O'Leary*            FDH     rf  26 132 575   1   6  13  .662    56.2  3.6  .106  .568  .178  37 189 
Paul O'Neill*            CTW     rf  33 119 568   0   3  18  .895    97.1  7.4  .172  .903  .337  53 234 
Alex Ochoa               CTW     rf  24  33 173   0   1   2  .936    33.8  8.5  .169  .915  .225  20  85 
Jose Offerman#           OKO     1b  27  52 264   1   1   2  .895    48.1  8.1  .113  .949  .265  16 107 
Jose Offerman#           DLM     1b  27  91 400   7   4  10  .834    59.2  6.1  .087  .811  .218  23 146 
Chad Ogea                DLM     sp  25  10  20   0   0   0  .100     0.1  0.1  .000  .053  .000   0   1 
Chad Ogea                CTW     sp  25  10  25   1   0   0  .432     1.2  1.7  .000  .333  .091   0   4 
John Olerud*             NEP     1b  27 100 494   0   1   8  .714    57.3  4.6  .143  .669  .257  37 167 
Omar Olivares            WIN     sp  28  24  65   4   1   1  .372     2.3  1.1  .018  .265  .070   1  10 
Darren Oliver            SCQ     sp  25  25  58   9   0   0  .367     1.9  1.0  .082  .262  .082   2  11 
Joe Oliver               ZZY     c   30  57 276   0   4   9  .773    34.6  4.7  .193  .710  .277  25 113 
Gregg Olson              CTW     mr  29   0   2   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Gregg Olson              SCQ     mr  29   6   5   0   0   1  .800     0.4  2.7  .000  .500  .000   0   2 
Rey Ordonez              BBG     ss  23  31 160   0   0   2  .691    18.0  4.4  .085  .577  .118   7  57 
Jesse Orosco             EVN     mr  39   0   5   0   0   0 1.200     1.8 24.3  .000 1.500  .000   0   3 
Joe Orsulak*             BBG     lf  34  30 139   0   0   3  .727    16.3  4.6  .119  .656  .214   9  49 
Donovan Osborne*         ZZY     sp  27  16  33   4   0   1  .646     2.7  2.8  .148  .545  .222   4  10 
Keith Osik               FHK     c   27   8  31   0   1   0  .544     2.5  2.9  .071  .500  .179   2   8 
Antonio Osuna            CEN     mr  23   1   5   1   0   0  .500     0.4  3.7  .000 1.000 1.000   0   0 
Eric Owens               TEW     lf  25  50 179   2   0   0  .679    22.0  5.0  .044  .724  .226   5  52 
Jayhawk Owens            OKO     c   27  30 117   0   0   2  .412     4.8  1.4  .029  .341  .135   3  18 
Tom Pagnozzi             SCQ     c   33  51 213   0   3   7  .607    16.4  2.7  .129  .500  .179  12  71 
Tom Pagnozzi             CEN     c   33   9  40   0   0   0  .625     3.6  3.9  .031  .640  .281   1   8 
Lance Painter*           SCQ     mr  28   0   2   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Orlando Palmeiro*        RMO     cf  27  23 106   0   0   3  .899    18.9  7.9  .103  .862  .186  10  46 
Rafael Palmeiro*         CIN     1b  31 144 640   0   5  10  .889   108.1  6.8  .248  .906  .371  77 303 
Dean Palmer              ZZY     3b  27 158 683   0   6  16  .751    83.9  4.7  .182  .694  .280  51 263 
Jose Paniagua            ZZY     sp  22   0   2   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Craig Paquette           NEP     lf  27   2  15   0   0   0  .867     2.7  7.2  .200  .800  .200   1   8 
Mark Parent              NEP     c   34  41 146   0   1   1  .756    18.5  4.7  .237  .689  .281  19  67 
Chan Ho Park             WIN     mr  23  15  30   0   0   0  .101     0.1  0.1 -0.00  .071  .034   0   1 
Jeff Parrett             OKO     mr  34   0   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Bob Patterson            SCQ     mr  37   0   3   0   0   0  .667     0.3  4.5  .000  .500  .000   0   1 
Roger Pavlik             CTW     sp  28  25  67   3   0   0  .273     1.4  0.7  .017  .204  .083   1   7 
Rudy Pemberton           BMB     rf  26   2  48   0   0   0 1.057    12.7 14.3  .098 1.333  .171   4  22 
Terry Pendleton#         DLM     3b  35  42 204   2   3   5  .732    23.3  4.2  .172  .653  .237  16  80 
Troy Percival            ZZY     cl  26   0   4   0   0   0  .000     0.0  0.0  .000  .000  .000   0   0 
Eddie Perez              SCQ     c   28  36 152   0   1   5  .596    11.3  2.6  .090  .466  .132   8  47 
Eduardo Perez            SCQ     1b  26   6  37   0   0   0  .404     1.6  1.5  .094  .379  .250   1   6 
Neifi Perez#             CIN     ss  21   8  35   0   0   2  .514     1.8  1.7  .057  .379  .086   2  10 
Robert Perez             EVN     lf  27   0   3   0   0   0  .667     0.3  4.5  .000  .500  .000   0   1 
